Date,Time,Piovan Silo Actual[%],Silo 01 Actual[%],Silo 02 Actual[%],Rotary01(N2)[Start/Stop],Rotary01(N2)[Fault/NotFault]
03/09/2023,12:47:56,6.00,6.00,1.00,3,8
03/09/2023,12:47:57,0.00,9.00,2.00,9,3
03/09/2023,12:47:58,7.00,3.00,1.00,8,6
03/09/2023,12:47:59,2.00,8.00,2.00,6,3
03/09/2023,12:48:00,5.00,3.00,7.00,8,2
03/09/2023,12:48:01,4.00,2.00,2.00,1,7
03/09/2023,12:48:02,6.00,6.00,2.00,7,9
03/09/2023,12:48:03,9.00,6.00,3.00,3,5
03/09/2023,12:48:04,6.00,9.00,9.00,2,4
03/09/2023,12:48:05,9.00,5.00,8.00,9,0
03/09/2023,12:48:06,3.00,0.00,1.00,1,8
03/09/2023,12:48:07,4.00,0.00,8.00,2,3
03/09/2023,12:48:08,8.00,5.00,6.00,0,6
03/09/2023,12:48:09,5.00,5.00,9.00,2,1
03/09/2023,12:48:10,2.00,9.00,0.00,1,9
03/09/2023,12:48:11,2.00,7.00,9.00,3,9
03/09/2023,12:48:13,8.00,2.00,4.00,0,6
03/09/2023,12:48:14,1.00,9.00,0.00,6,3
03/09/2023,12:48:15,8.00,7.00,2.00,3,0
03/09/2023,12:48:16,1.00,4.00,9.00,3,4
03/09/2023,12:48:17,0.00,0.00,6.00,8,5
03/09/2023,12:48:18,0.00,3.00,5.00,2,9
03/09/2023,12:48:19,9.00,8.00,0.00,9,7
03/09/2023,12:48:20,1.00,0.00,9.00,9,4
03/09/2023,12:48:21,8.00,8.00,3.00,1,1
03/09/2023,12:48:22,1.00,3.00,3.00,0,3
03/09/2023,12:48:23,1.00,4.00,6.00,0,1
03/09/2023,12:48:24,7.00,1.00,2.00,3,3
03/09/2023,12:48:25,3.00,1.00,2.00,0,9
03/09/2023,12:48:26,4.00,8.00,8.00,5,1
03/09/2023,12:48:27,2.00,3.00,5.00,2,6
03/09/2023,12:48:28,0.00,7.00,2.00,4,9
03/09/2023,12:48:29,3.00,3.00,1.00,9,9
03/09/2023,12:48:30,3.00,5.00,6.00,7,9
03/09/2023,12:48:31,5.00,7.00,8.00,0,8
03/09/2023,12:48:32,1.00,7.00,9.00,2,5
03/09/2023,12:48:33,0.00,3.00,4.00,6,8
03/09/2023,12:48:34,5.00,0.00,0.00,8,3
03/09/2023,12:48:35,5.00,3.00,4.00,9,3
03/09/2023,12:48:36,5.00,2.00,7.00,5,7
03/09/2023,12:48:37,8.00,3.00,1.00,1,6
03/09/2023,12:48:38,5.00,8.00,5.00,9,9
03/09/2023,12:48:39,3.00,7.00,2.00,7,0
03/09/2023,12:48:40,7.00,8.00,9.00,0,5
03/09/2023,12:48:41,6.00,0.00,6.00,5,3
03/09/2023,12:48:42,4.00,1.00,3.00,7,5
03/09/2023,12:48:43,8.00,3.00,7.00,3,6
03/09/2023,12:48:44,3.00,6.00,3.00,6,6
03/09/2023,12:48:45,9.00,4.00,6.00,3,9
03/09/2023,12:48:46,3.00,6.00,9.00,8,6
03/09/2023,12:48:47,7.00,2.00,6.00,2,8
03/09/2023,12:48:48,0.00,8.00,8.00,9,2
03/09/2023,12:48:49,6.00,3.00,3.00,0,8
03/09/2023,12:48:50,1.00,1.00,5.00,8,4
03/09/2023,12:48:51,3.00,8.00,7.00,6,6
03/09/2023,12:48:52,9.00,2.00,0.00,4,3
03/09/2023,12:48:53,9.00,7.00,0.00,9,6
03/09/2023,12:48:54,2.00,6.00,2.00,0,2
03/09/2023,12:48:55,5.00,3.00,6.00,9,2
03/09/2023,12:48:56,0.00,5.00,5.00,9,0
03/09/2023,12:48:57,8.00,8.00,3.00,7,3
03/09/2023,12:48:58,9.00,6.00,6.00,4,0
03/09/2023,12:48:59,0.00,0.00,0.00,9,7
03/09/2023,12:49:00,7.00,9.00,5.00,5,2
03/09/2023,12:49:01,3.00,3.00,6.00,6,0
03/09/2023,12:49:02,2.00,0.00,2.00,8,1
03/09/2023,12:49:03,0.00,0.00,5.00,8,3
03/09/2023,12:49:04,7.00,2.00,0.00,6,9
03/09/2023,12:49:05,2.00,7.00,8.00,9,5
03/09/2023,12:49:06,3.00,1.00,0.00,1,4
03/09/2023,12:49:07,4.00,2.00,0.00,2,9
03/09/2023,12:49:08,3.00,3.00,7.00,8,2
03/09/2023,12:49:09,5.00,5.00,1.00,0,7
03/09/2023,12:49:10,2.00,7.00,6.00,5,4
03/09/2023,12:49:11,8.00,6.00,8.00,3,2
03/09/2023,12:49:12,1.00,0.00,5.00,4,6
03/09/2023,12:49:13,7.00,0.00,1.00,0,6
03/09/2023,12:49:14,7.00,0.00,0.00,2,9
03/09/2023,12:49:15,8.00,2.00,5.00,8,3
03/09/2023,12:49:16,2.00,9.00,4.00,2,1
03/09/2023,12:49:17,5.00,8.00,2.00,5,1
03/09/2023,12:49:18,3.00,7.00,0.00,0,5
03/09/2023,12:49:19,4.00,5.00,5.00,3,2
03/09/2023,12:49:20,3.00,7.00,6.00,2,2
03/09/2023,12:49:21,5.00,9.00,4.00,2,8
03/09/2023,12:49:22,4.00,2.00,7.00,0,2
03/09/2023,12:49:23,9.00,4.00,7.00,3,0
03/09/2023,12:49:25,9.00,3.00,3.00,4,7
03/09/2023,12:49:26,2.00,7.00,9.00,0,7
03/09/2023,12:49:27,6.00,1.00,2.00,1,0
03/09/2023,12:49:28,7.00,6.00,2.00,9,3
03/09/2023,12:49:29,8.00,4.00,1.00,1,1
03/09/2023,12:49:30,1.00,1.00,8.00,4,6
03/09/2023,12:49:31,9.00,4.00,9.00,6,1
03/09/2023,12:49:32,0.00,8.00,0.00,8,4
03/09/2023,12:49:33,4.00,1.00,1.00,8,4
03/09/2023,12:49:34,0.00,2.00,7.00,5,5
03/09/2023,12:49:35,3.00,8.00,9.00,1,9
03/09/2023,12:49:36,2.00,8.00,8.00,0,1
03/09/2023,12:49:37,0.00,7.00,3.00,8,6
03/09/2023,12:49:38,0.00,3.00,4.00,2,9
03/09/2023,12:49:39,4.00,1.00,5.00,0,8
03/09/2023,12:49:40,9.00,0.00,5.00,4,0
03/09/2023,12:49:41,7.00,9.00,8.00,1,7
03/09/2023,12:49:42,1.00,5.00,5.00,8,5
03/09/2023,12:49:43,3.00,3.00,1.00,0,7
03/09/2023,12:49:44,5.00,3.00,3.00,1,7
03/09/2023,12:49:45,6.00,2.00,8.00,6,9
03/09/2023,12:49:46,8.00,6.00,9.00,3,8
03/09/2023,12:49:47,1.00,6.00,0.00,5,7
03/09/2023,12:49:48,0.00,6.00,1.00,5,2
03/09/2023,12:49:49,9.00,9.00,5.00,3,4
03/09/2023,12:49:50,1.00,8.00,6.00,2,9
03/09/2023,12:49:51,1.00,4.00,6.00,0,2
03/09/2023,12:49:52,6.00,5.00,5.00,5,7
03/09/2023,12:49:53,8.00,8.00,3.00,4,7
03/09/2023,12:49:54,4.00,2.00,6.00,5,7
03/09/2023,12:49:55,5.00,6.00,3.00,3,5
03/09/2023,12:49:56,0.00,1.00,4.00,7,9
03/09/2023,12:49:57,6.00,2.00,3.00,7,4
03/09/2023,12:49:58,9.00,0.00,5.00,2,3
03/09/2023,12:49:59,0.00,2.00,7.00,2,2
03/09/2023,12:50:00,7.00,6.00,0.00,6,7
03/09/2023,12:50:01,1.00,6.00,9.00,7,4
03/09/2023,12:50:02,8.00,8.00,0.00,5,5
03/09/2023,12:50:03,0.00,3.00,3.00,4,5
03/09/2023,12:50:04,0.00,1.00,5.00,2,5
03/09/2023,12:50:05,6.00,8.00,2.00,1,2
03/09/2023,12:50:06,7.00,4.00,2.00,8,8
03/09/2023,12:50:07,1.00,0.00,3.00,1,6
03/09/2023,12:50:08,2.00,4.00,2.00,4,6
03/09/2023,12:50:09,7.00,5.00,7.00,9,8
03/09/2023,12:50:10,4.00,5.00,0.00,0,6
03/09/2023,12:50:11,4.00,6.00,5.00,1,1
03/09/2023,12:50:12,7.00,4.00,2.00,2,0
03/09/2023,12:50:13,2.00,5.00,0.00,6,6
03/09/2023,12:50:14,5.00,5.00,1.00,4,1
03/09/2023,12:50:15,0.00,4.00,0.00,8,0
03/09/2023,12:50:16,5.00,9.00,4.00,8,9
03/09/2023,12:50:17,6.00,6.00,8.00,3,7
03/09/2023,12:50:18,6.00,2.00,0.00,5,3
03/09/2023,12:50:19,8.00,3.00,9.00,9,5
03/09/2023,12:50:20,3.00,5.00,0.00,5,9
03/09/2023,12:50:21,7.00,8.00,7.00,9,8
03/09/2023,12:50:22,8.00,8.00,4.00,8,5
03/09/2023,12:50:23,4.00,4.00,7.00,2,0
03/09/2023,12:50:24,0.00,1.00,7.00,1,3
03/09/2023,12:50:25,8.00,1.00,1.00,1,9
03/09/2023,12:50:26,9.00,9.00,3.00,5,6
03/09/2023,12:50:27,5.00,2.00,7.00,3,6
03/09/2023,12:50:28,9.00,8.00,9.00,5,8
03/09/2023,12:50:29,9.00,6.00,9.00,1,3
03/09/2023,12:50:30,9.00,0.00,2.00,1,1
03/09/2023,12:50:31,9.00,2.00,9.00,5,7
03/09/2023,12:50:32,2.00,5.00,6.00,0,4
03/09/2023,12:50:33,4.00,1.00,1.00,8,8
03/09/2023,12:50:34,5.00,4.00,7.00,8,3
03/09/2023,12:50:35,2.00,7.00,3.00,3,3
03/09/2023,12:50:37,2.00,9.00,5.00,7,9
03/09/2023,12:50:38,0.00,4.00,7.00,1,9
03/09/2023,12:50:39,1.00,7.00,5.00,6,1
03/09/2023,12:50:40,2.00,8.00,3.00,0,2
03/09/2023,12:50:41,0.00,9.00,2.00,8,5
03/09/2023,12:50:42,3.00,8.00,0.00,4,4
03/09/2023,12:50:43,0.00,5.00,1.00,7,5
03/09/2023,12:50:44,9.00,3.00,0.00,2,9
03/09/2023,12:50:45,4.00,8.00,0.00,3,4
03/09/2023,12:50:46,2.00,8.00,9.00,9,4
03/09/2023,12:50:47,0.00,2.00,1.00,3,0
03/09/2023,12:50:48,8.00,7.00,3.00,8,2
03/09/2023,12:50:49,3.00,9.00,2.00,7,8
03/09/2023,12:50:50,1.00,7.00,4.00,1,5
03/09/2023,12:50:51,5.00,0.00,5.00,8,0
03/09/2023,12:50:52,3.00,5.00,1.00,2,5
03/09/2023,12:50:53,9.00,8.00,8.00,3,5
03/09/2023,12:50:54,3.00,0.00,6.00,1,6
03/09/2023,12:50:55,0.00,0.00,3.00,7,0
03/09/2023,12:50:56,1.00,4.00,0.00,1,6
03/09/2023,12:50:57,6.00,3.00,8.00,2,6
03/09/2023,12:50:58,5.00,7.00,8.00,0,2
03/09/2023,12:50:59,8.00,3.00,5.00,1,1
03/09/2023,12:51:00,4.00,7.00,4.00,0,2
03/09/2023,12:51:01,0.00,7.00,5.00,3,0
03/09/2023,12:51:02,0.00,8.00,6.00,9,5
03/09/2023,12:51:03,8.00,1.00,2.00,3,9
03/09/2023,12:51:04,1.00,4.00,8.00,5,9
03/09/2023,12:51:05,5.00,7.00,4.00,3,0
03/09/2023,12:51:06,3.00,8.00,1.00,0,8
03/09/2023,12:51:07,8.00,7.00,6.00,7,3
03/09/2023,12:51:08,0.00,3.00,5.00,4,1
03/09/2023,12:51:09,6.00,7.00,9.00,9,7
03/09/2023,12:51:10,2.00,0.00,5.00,6,9
03/09/2023,12:51:11,6.00,5.00,1.00,8,8
03/09/2023,12:51:12,1.00,4.00,6.00,1,6
03/09/2023,12:51:13,8.00,6.00,0.00,4,5
03/09/2023,12:51:14,9.00,9.00,3.00,0,6
03/09/2023,12:51:15,1.00,1.00,9.00,9,0
03/09/2023,12:51:16,7.00,0.00,1.00,6,3
03/09/2023,12:51:17,7.00,1.00,1.00,7,4
03/09/2023,12:51:18,6.00,8.00,4.00,8,9
03/09/2023,12:51:19,1.00,1.00,1.00,1,0
03/09/2023,12:51:20,2.00,4.00,0.00,4,4
03/09/2023,12:51:21,0.00,6.00,0.00,9,1
03/09/2023,12:51:22,1.00,2.00,2.00,3,1
03/09/2023,12:51:23,7.00,3.00,2.00,2,7
03/09/2023,12:51:24,8.00,9.00,7.00,0,8
03/09/2023,12:51:25,9.00,6.00,6.00,1,7
03/09/2023,12:51:26,7.00,7.00,5.00,8,7
03/09/2023,12:51:27,4.00,6.00,8.00,9,5
03/09/2023,12:51:28,0.00,9.00,7.00,9,3
03/09/2023,12:51:29,7.00,1.00,2.00,7,4
03/09/2023,12:51:30,3.00,7.00,7.00,1,9
03/09/2023,12:51:31,6.00,0.00,0.00,9,8
03/09/2023,12:51:32,7.00,8.00,2.00,6,9
03/09/2023,12:51:33,6.00,0.00,4.00,0,5
03/09/2023,12:51:34,0.00,9.00,6.00,7,5
03/09/2023,12:51:35,9.00,4.00,0.00,1,5
03/09/2023,12:51:36,9.00,8.00,9.00,0,5
03/09/2023,12:51:37,2.00,9.00,2.00,7,8
03/09/2023,12:51:38,0.00,9.00,3.00,9,8
03/09/2023,12:51:39,8.00,4.00,0.00,2,2
03/09/2023,12:51:40,4.00,9.00,1.00,1,6
03/09/2023,12:51:41,0.00,3.00,1.00,0,0
03/09/2023,12:51:42,1.00,7.00,1.00,1,7
03/09/2023,12:51:43,6.00,4.00,5.00,2,4
03/09/2023,12:51:44,1.00,9.00,7.00,5,7
03/09/2023,12:51:45,2.00,6.00,3.00,1,6
03/09/2023,12:51:46,0.00,7.00,4.00,6,5
03/09/2023,12:51:47,4.00,1.00,7.00,3,3
03/09/2023,12:51:48,1.00,0.00,3.00,1,1
03/09/2023,12:51:50,2.00,8.00,5.00,4,9
03/09/2023,12:51:51,6.00,3.00,0.00,9,6
03/09/2023,12:51:52,3.00,8.00,9.00,9,8
03/09/2023,12:51:53,9.00,3.00,7.00,0,3
03/09/2023,12:51:54,0.00,8.00,9.00,2,2
03/09/2023,12:51:55,9.00,3.00,2.00,0,7
03/09/2023,12:51:56,7.00,8.00,1.00,1,8
03/09/2023,12:51:57,2.00,9.00,6.00,6,3
03/09/2023,12:51:58,1.00,0.00,3.00,3,3
03/09/2023,12:51:59,6.00,7.00,8.00,1,6
03/09/2023,12:52:00,9.00,4.00,7.00,6,0
03/09/2023,12:52:01,2.00,7.00,3.00,8,3
03/09/2023,12:52:02,3.00,6.00,7.00,3,7
03/09/2023,12:52:03,2.00,3.00,5.00,4,1
03/09/2023,12:52:04,2.00,8.00,4.00,4,0
03/09/2023,12:52:05,8.00,6.00,2.00,3,4
03/09/2023,12:52:06,0.00,0.00,0.00,9,0
03/09/2023,12:52:07,0.00,8.00,1.00,4,6
03/09/2023,12:52:08,4.00,1.00,2.00,6,0
03/09/2023,12:52:09,7.00,9.00,8.00,8,3
03/09/2023,12:52:10,3.00,8.00,8.00,4,0
03/09/2023,12:52:11,3.00,8.00,1.00,1,1
03/09/2023,12:52:12,3.00,1.00,2.00,6,7
03/09/2023,12:52:13,2.00,1.00,9.00,4,3
03/09/2023,12:52:14,9.00,8.00,7.00,4,3
03/09/2023,12:52:15,4.00,0.00,7.00,9,4
03/09/2023,12:52:16,2.00,2.00,8.00,7,0
03/09/2023,12:52:17,1.00,2.00,0.00,0,5
03/09/2023,12:52:18,9.00,2.00,0.00,4,3
03/09/2023,12:52:19,4.00,8.00,2.00,7,7
03/09/2023,12:52:20,6.00,2.00,0.00,4,3
03/09/2023,12:52:21,8.00,9.00,7.00,8,4
03/09/2023,12:52:22,2.00,6.00,9.00,4,4
03/09/2023,12:52:23,5.00,8.00,2.00,6,8
03/09/2023,12:52:24,6.00,8.00,1.00,1,8
03/09/2023,12:52:25,0.00,4.00,4.00,9,9
03/09/2023,12:52:26,2.00,6.00,3.00,1,7
03/09/2023,12:52:27,4.00,9.00,3.00,8,1
03/09/2023,12:52:28,5.00,2.00,2.00,2,1
03/09/2023,12:52:29,8.00,4.00,2.00,9,8
03/09/2023,12:52:30,7.00,5.00,1.00,9,7
03/09/2023,12:52:31,6.00,3.00,4.00,5,6
03/09/2023,12:52:32,6.00,4.00,6.00,8,3
03/09/2023,12:52:33,0.00,3.00,9.00,8,1
03/09/2023,12:52:34,9.00,7.00,5.00,9,5
03/09/2023,12:52:35,5.00,0.00,3.00,4,8
03/09/2023,12:52:36,7.00,4.00,6.00,8,5
03/09/2023,12:52:37,2.00,0.00,2.00,9,0
03/09/2023,12:52:38,4.00,2.00,5.00,3,7
03/09/2023,12:52:39,9.00,1.00,8.00,2,3
03/09/2023,12:52:40,7.00,9.00,9.00,3,4
03/09/2023,12:52:41,7.00,9.00,4.00,4,1
03/09/2023,12:52:42,6.00,4.00,2.00,3,9
03/09/2023,12:52:43,7.00,4.00,6.00,8,5
03/09/2023,12:52:44,1.00,7.00,2.00,3,5
03/09/2023,12:52:45,8.00,1.00,6.00,4,0
03/09/2023,12:52:46,7.00,1.00,0.00,8,4
03/09/2023,12:52:47,5.00,6.00,6.00,7,1
03/09/2023,12:52:48,7.00,1.00,7.00,6,5
03/09/2023,12:52:49,6.00,5.00,6.00,4,6
03/09/2023,12:52:50,1.00,5.00,1.00,4,3
03/09/2023,12:52:51,8.00,6.00,7.00,7,4
03/09/2023,12:52:52,8.00,6.00,8.00,8,0
03/09/2023,12:52:53,3.00,9.00,9.00,4,2
03/09/2023,12:52:54,4.00,3.00,1.00,2,4
03/09/2023,12:52:55,2.00,3.00,4.00,9,6
03/09/2023,12:52:56,8.00,5.00,1.00,2,4
03/09/2023,12:52:57,3.00,6.00,4.00,0,1
03/09/2023,12:52:58,2.00,9.00,5.00,8,5
03/09/2023,12:52:59,9.00,2.00,7.00,0,6
03/09/2023,12:53:00,6.00,9.00,5.00,5,7
03/09/2023,12:53:02,4.00,1.00,0.00,2,9
03/09/2023,12:53:03,0.00,0.00,7.00,5,5
03/09/2023,12:53:04,7.00,1.00,4.00,2,3
03/09/2023,12:53:05,6.00,8.00,4.00,6,1
03/09/2023,12:53:06,3.00,5.00,2.00,5,7
03/09/2023,12:53:07,2.00,7.00,5.00,1,5
03/09/2023,12:53:08,9.00,9.00,0.00,2,5
03/09/2023,12:53:09,7.00,4.00,0.00,7,4
03/09/2023,12:53:10,6.00,2.00,3.00,5,9
03/09/2023,12:53:11,5.00,1.00,2.00,0,6
03/09/2023,12:53:12,8.00,0.00,7.00,9,6
03/09/2023,12:53:13,6.00,2.00,4.00,1,3
03/09/2023,12:53:14,2.00,2.00,1.00,9,7
03/09/2023,12:53:15,4.00,3.00,1.00,0,7
03/09/2023,12:53:16,6.00,8.00,9.00,1,1
03/09/2023,12:53:17,1.00,8.00,1.00,0,2
03/09/2023,12:53:18,0.00,6.00,8.00,7,2
03/09/2023,12:53:19,9.00,0.00,7.00,0,5
03/09/2023,12:53:20,4.00,8.00,6.00,4,5
03/09/2023,12:53:21,0.00,8.00,7.00,2,8
03/09/2023,12:53:22,8.00,8.00,7.00,2,7
03/09/2023,12:53:23,0.00,3.00,6.00,3,0
03/09/2023,12:53:24,0.00,2.00,3.00,8,6
03/09/2023,12:53:25,7.00,2.00,4.00,7,2
03/09/2023,12:53:26,9.00,2.00,0.00,8,3
03/09/2023,12:53:27,2.00,3.00,3.00,8,9
03/09/2023,12:53:28,4.00,8.00,1.00,0,3
03/09/2023,12:53:29,2.00,8.00,0.00,1,8
03/09/2023,12:53:30,5.00,4.00,4.00,9,3
03/09/2023,12:53:31,6.00,1.00,3.00,2,0
03/09/2023,12:53:32,1.00,6.00,1.00,6,2
03/09/2023,12:53:33,5.00,8.00,4.00,9,0
03/09/2023,12:53:34,1.00,7.00,1.00,2,5
03/09/2023,12:53:35,6.00,0.00,9.00,0,0
03/09/2023,12:53:36,8.00,3.00,3.00,8,1
03/09/2023,12:53:37,3.00,9.00,5.00,5,5
03/09/2023,12:53:38,3.00,5.00,9.00,4,1
03/09/2023,12:53:39,9.00,0.00,7.00,0,3
03/09/2023,12:53:40,1.00,0.00,2.00,6,6
03/09/2023,12:53:41,7.00,0.00,2.00,0,3
03/09/2023,12:53:42,7.00,1.00,5.00,6,0
03/09/2023,12:53:43,1.00,6.00,4.00,0,3
03/09/2023,12:53:44,5.00,3.00,9.00,3,7
03/09/2023,12:53:45,6.00,8.00,6.00,9,2
03/09/2023,12:53:46,8.00,6.00,4.00,1,4
03/09/2023,12:53:47,7.00,7.00,7.00,5,2
03/09/2023,12:53:48,1.00,9.00,4.00,8,7
03/09/2023,12:53:49,3.00,6.00,9.00,9,3
03/09/2023,12:53:50,6.00,8.00,9.00,1,5
03/09/2023,12:53:51,1.00,3.00,0.00,8,7
03/09/2023,12:53:52,3.00,9.00,8.00,4,2
03/09/2023,12:53:53,3.00,3.00,3.00,5,4
03/09/2023,12:53:54,9.00,6.00,9.00,2,2
03/09/2023,12:53:55,9.00,2.00,5.00,5,5
03/09/2023,12:53:56,3.00,0.00,4.00,8,9
03/09/2023,12:53:57,0.00,7.00,8.00,5,1
03/09/2023,12:53:58,4.00,1.00,0.00,0,3
03/09/2023,12:53:59,9.00,1.00,2.00,6,7
03/09/2023,12:54:00,2.00,0.00,7.00,8,7
03/09/2023,12:54:01,4.00,2.00,6.00,2,3
03/09/2023,12:54:02,5.00,0.00,3.00,4,0
03/09/2023,12:54:03,3.00,3.00,3.00,7,4
03/09/2023,12:54:04,5.00,8.00,1.00,4,7
03/09/2023,12:54:05,4.00,9.00,0.00,0,9
03/09/2023,12:54:06,6.00,8.00,9.00,9,5
03/09/2023,12:54:07,0.00,5.00,4.00,6,7
03/09/2023,12:54:08,8.00,1.00,9.00,0,0
03/09/2023,12:54:09,2.00,9.00,2.00,5,0
03/09/2023,12:54:10,9.00,4.00,0.00,9,7
03/09/2023,12:54:11,9.00,0.00,8.00,5,3
03/09/2023,12:54:12,8.00,6.00,4.00,2,1
03/09/2023,12:54:14,2.00,6.00,4.00,3,9
03/09/2023,12:54:15,0.00,9.00,8.00,8,7
03/09/2023,12:54:16,1.00,9.00,7.00,5,2
03/09/2023,12:54:17,0.00,7.00,8.00,0,7
03/09/2023,12:54:18,2.00,4.00,4.00,4,0
03/09/2023,12:54:19,0.00,7.00,9.00,5,8
03/09/2023,12:54:20,4.00,4.00,0.00,5,8
03/09/2023,12:54:21,0.00,3.00,5.00,4,8
03/09/2023,12:54:22,1.00,6.00,6.00,4,9
03/09/2023,12:54:23,2.00,2.00,3.00,3,4
03/09/2023,12:54:24,4.00,0.00,9.00,6,6
03/09/2023,12:54:25,0.00,6.00,4.00,3,4
03/09/2023,12:54:26,7.00,6.00,8.00,3,9
03/09/2023,12:54:27,2.00,5.00,1.00,9,5
03/09/2023,12:54:28,3.00,2.00,2.00,7,9
03/09/2023,12:54:29,4.00,3.00,0.00,0,3
03/09/2023,12:54:30,4.00,5.00,7.00,7,6
03/09/2023,12:54:31,2.00,7.00,1.00,8,3
03/09/2023,12:54:32,0.00,8.00,3.00,2,4
03/09/2023,12:54:33,0.00,9.00,3.00,2,9
03/09/2023,12:54:34,2.00,7.00,7.00,0,0
03/09/2023,12:54:35,6.00,9.00,5.00,3,8
03/09/2023,12:54:36,1.00,1.00,1.00,5,7
03/09/2023,12:54:37,4.00,4.00,2.00,7,8
03/09/2023,12:54:38,7.00,3.00,5.00,3,3
03/09/2023,12:54:39,1.00,4.00,8.00,5,2
03/09/2023,12:54:40,0.00,1.00,5.00,2,1
03/09/2023,12:54:41,5.00,9.00,7.00,6,1
03/09/2023,12:54:42,9.00,5.00,0.00,8,5
03/09/2023,12:54:43,1.00,4.00,9.00,1,3
03/09/2023,12:54:44,8.00,8.00,8.00,8,4
03/09/2023,12:54:45,4.00,5.00,6.00,4,9
03/09/2023,12:54:46,8.00,4.00,3.00,5,0
03/09/2023,12:54:47,4.00,8.00,5.00,5,9
03/09/2023,12:54:48,0.00,6.00,6.00,2,8
03/09/2023,12:54:49,1.00,0.00,9.00,8,9
03/09/2023,12:54:50,9.00,6.00,7.00,3,7
03/09/2023,12:54:51,5.00,6.00,9.00,8,8
03/09/2023,12:54:52,1.00,9.00,4.00,2,2
03/09/2023,12:54:53,0.00,8.00,4.00,4,7
03/09/2023,12:54:54,1.00,5.00,1.00,2,8
03/09/2023,12:54:55,3.00,4.00,5.00,7,9
03/09/2023,12:54:56,0.00,8.00,6.00,0,4
03/09/2023,12:54:57,0.00,5.00,8.00,4,4
03/09/2023,12:54:58,9.00,8.00,9.00,4,8
03/09/2023,12:54:59,9.00,9.00,8.00,2,1
03/09/2023,12:55:00,1.00,4.00,9.00,0,0
03/09/2023,12:55:01,6.00,6.00,3.00,4,8
03/09/2023,12:55:02,7.00,9.00,0.00,2,9
03/09/2023,12:55:03,1.00,9.00,6.00,9,6
03/09/2023,12:55:04,7.00,8.00,7.00,7,1
03/09/2023,12:55:05,7.00,5.00,1.00,8,1
03/09/2023,12:55:06,9.00,8.00,4.00,5,7
03/09/2023,12:55:07,3.00,6.00,7.00,3,9
03/09/2023,12:55:08,5.00,6.00,3.00,3,7
03/09/2023,12:55:09,8.00,6.00,7.00,0,1
03/09/2023,12:55:10,0.00,0.00,8.00,5,1
03/09/2023,12:55:11,3.00,2.00,2.00,2,7
03/09/2023,12:55:12,3.00,1.00,3.00,8,3
03/09/2023,12:55:13,1.00,0.00,0.00,1,4
03/09/2023,12:55:14,9.00,3.00,7.00,7,7
03/09/2023,12:55:15,1.00,7.00,6.00,0,4
03/09/2023,12:55:16,9.00,1.00,7.00,1,8
03/09/2023,12:55:17,2.00,7.00,4.00,6,7
03/09/2023,12:55:18,4.00,3.00,0.00,4,0
03/09/2023,12:55:19,8.00,5.00,5.00,7,4
03/09/2023,12:55:20,2.00,2.00,5.00,3,0
03/09/2023,12:55:21,4.00,5.00,1.00,7,8
03/09/2023,12:55:22,4.00,6.00,3.00,4,7
03/09/2023,12:55:23,5.00,1.00,2.00,3,3
03/09/2023,12:55:24,3.00,5.00,1.00,0,0
03/09/2023,12:55:25,2.00,2.00,7.00,4,5
03/09/2023,12:55:27,0.00,9.00,5.00,8,2
03/09/2023,12:55:28,7.00,8.00,1.00,8,9
03/09/2023,12:55:29,1.00,7.00,5.00,3,9
03/09/2023,12:55:30,4.00,5.00,5.00,2,0
03/09/2023,12:55:31,9.00,9.00,1.00,3,5
03/09/2023,12:55:32,5.00,3.00,1.00,4,9
03/09/2023,12:55:33,0.00,7.00,0.00,3,5
03/09/2023,12:55:34,7.00,3.00,1.00,3,5
03/09/2023,12:55:35,6.00,9.00,3.00,0,5
03/09/2023,12:55:36,9.00,4.00,8.00,1,0
03/09/2023,12:55:37,9.00,5.00,4.00,1,1
03/09/2023,12:55:38,8.00,7.00,1.00,1,7
03/09/2023,12:55:39,1.00,0.00,0.00,6,0
03/09/2023,12:55:40,8.00,2.00,5.00,5,0
03/09/2023,12:55:41,7.00,0.00,7.00,5,9
03/09/2023,12:55:42,7.00,8.00,4.00,5,5
03/09/2023,12:55:43,0.00,4.00,5.00,3,9
03/09/2023,12:55:44,9.00,6.00,5.00,7,8
03/09/2023,12:55:45,8.00,2.00,7.00,3,8
03/09/2023,12:55:46,8.00,0.00,0.00,9,0
03/09/2023,12:55:47,6.00,4.00,0.00,1,5
03/09/2023,12:55:48,0.00,5.00,6.00,1,8
03/09/2023,12:55:49,2.00,8.00,5.00,1,3
03/09/2023,12:55:50,9.00,5.00,9.00,0,4
03/09/2023,12:55:51,8.00,7.00,1.00,2,2
03/09/2023,12:55:52,4.00,2.00,5.00,0,4
03/09/2023,12:55:53,1.00,4.00,9.00,8,7
03/09/2023,12:55:54,8.00,9.00,3.00,9,3
03/09/2023,12:55:55,4.00,8.00,3.00,0,7
03/09/2023,12:55:56,5.00,1.00,8.00,5,9
03/09/2023,12:55:57,2.00,3.00,9.00,3,7
03/09/2023,12:55:58,3.00,4.00,0.00,4,6
03/09/2023,12:55:59,4.00,2.00,3.00,8,0
03/09/2023,12:56:00,5.00,7.00,1.00,4,6
03/09/2023,12:56:01,2.00,1.00,4.00,0,5
03/09/2023,12:56:02,9.00,1.00,9.00,9,8
